Title,Legislature,Sponsor,Type,Amendments,Document,Reading,Date,Status,Transcript
"Utilities Affordability Statutes Amendment Act, 2024","Legislature 31, Session 1",Neudorf,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-019.pdf,CW,"May 14, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240514_1330_01_han.pdf#page=28
"Utilities Affordability Statutes Amendment Act, 2024","Legislature 31, Session 1",Neudorf,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-019.pdf,3R,"May 15, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240515_1330_01_han.pdf#page=30
"Utilities Affordability Statutes Amendment Act, 2024","Legislature 31, Session 1",Neudorf,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-019.pdf,RA,"May 16, 2024",afternoon,
"Utilities Affordability Statutes Amendment Act, 2024","Legislature 31, Session 1",Neudorf,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-019.pdf,CF,on various dates, SA 2024 c8,
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,1R,"Apr 25, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240425_1330_01_han.pdf#page=15
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,2R,"May 8, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240508_1330_01_han.pdf#page=30
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,2R,"May 22, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240522_1330_01_han.pdf#page=18
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,CW,"May 23, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240523_1330_01_han.pdf#page=17
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,CW,"May 28, 2024 pm",passed with amendments,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1330_01_han.pdf#page=21
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,3R,"May 28, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=21
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,3R,"May 28, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=34
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,3R,"May 29, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240529_1330_01_han.pdf#page=17
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,RA,"May 30, 2024",outside of House sitting,
"Municipal Affairs Statutes Amendment Act, 2024*","Legislature 31, Session 1",McIver,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-020.pdf,CF,"on proclamation, except ss 2(24) and (25), which come into force on January 1, 2025", SA 2024 c11,
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,1R,"May 9, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240509_1330_01_han.pdf#page=16
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,2R,"May 16, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240516_1330_01_han.pdf#page=16
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,2R,"May 21, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240521_1330_01_han.pdf#page=26
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,2R,"May 27, 2024 eve",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=6
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,CW,"May 27, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=21
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,CW,"May 28, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1330_01_han.pdf#page=27
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,CW,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=5
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,3R,"May 28, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=22
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,3R,"May 28, 2024 eve",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=26
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,RA,"May 30, 2024",outside of House sitting,
"Emergency Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-021.pdf,CF,"May 30, 2024", SA 2024 c9,
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,1R,"May 14, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240514_1330_01_han.pdf#page=15
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,2R,"May 23, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240523_1330_01_han.pdf#page=20
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,2R,"May 27, 2024 eve",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=13
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,CW,"May 27, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=22
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,CW,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=6
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,3R,"May 28, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=22
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,3R,"May 28, 2024 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=35
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,3R,"May 29, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240529_1330_01_han.pdf#page=23
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,RA,"May 30, 2024",outside of House sitting,
"Health Statutes Amendment Act, 2024","Legislature 31, Session 1",LaGrange,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-022.pdf,CF,on proclamation, SA 2024 c10,
"Alberta Health Care Insurance (Access Fees) Amendment Act, 2023","Legislature 31, Session 1",Brar,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-201.pdf,1R,"Nov 2, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231102_1330_01_han.pdf#page=16
"Alberta Health Care Insurance (Access Fees) Amendment Act, 2023","Legislature 31, Session 1",Brar,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-201.pdf,2R,"Nov 6, 2023 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231106_1330_01_han.pdf#page=20
"Alberta Health Care Insurance (Access Fees) Amendment Act, 2023","Legislature 31, Session 1",Brar,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-201.pdf,2R,"Nov 20, 2023 pm",reasoned amendment agreed to on division; not proceeded with,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231120_1330_01_han.pdf#page=18
"Education (Class Size and Composition) Amendment Act, 2023","Legislature 31, Session 1",Chapman,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-202.pdf,1R,"Nov 9, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231109_1330_-1_han.pdf#page=15
"Education (Class Size and Composition) Amendment Act, 2023","Legislature 31, Session 1",Chapman,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-202.pdf,2R,"Nov 20, 2023 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231120_1330_01_han.pdf#page=21
"Education (Class Size and Composition) Amendment Act, 2023","Legislature 31, Session 1",Chapman,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-202.pdf,2R,"Nov 27, 2023 pm",defeated on division; not proceeded with,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231127_1330_01_han.pdf#page=18
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,1R,"Nov 6, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231106_1330_01_han.pdf#page=17
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,2R,"Nov 27, 2023 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231127_1330_01_han.pdf#page=24
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,2R,"Dec 4, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231204_1330_01_han.pdf#page=17
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,CW,"Mar 18, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240318_1330_01_han.pdf#page=18
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,3R,"Mar 25, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240325_1330_01_han.pdf#page=17
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,RA,"Mar 28, 2024",outside of House sitting,
Foreign Credential Advisory Committee Act,"Legislature 31, Session 1",Dyck,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-203.pdf,CF,"on June 28, 2024", SA 2024 cF-16.5,
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,1R,"Nov 23, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231123_1330_01_han.pdf#page=16
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,2R,"Dec 4, 2023 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231204_1330_01_han.pdf#page=24
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,2R,"Mar 11, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240311_1330_01_han.pdf#page=17
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,CW,"Mar 25, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240325_1330_01_han.pdf#page=24
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,CW,"Apr 8, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240408_1330_01_han.pdf#page=18
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,3R,"Apr 15, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240415_1330_01_han.pdf#page=17
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,RA,"May 16, 2024",afternoon,
"Municipal Government (National Urban Parks) Amendment Act, 2023","Legislature 31, Session 1",Lunty,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-204.pdf,CF,"May 16, 2024", SA 2024 c5,
"Housing Statutes (Housing Security) Amendment Act, 2023","Legislature 31, Session 1",Irwin,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-205.pdf,1R,"Dec 5, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231205_1330_01_han.pdf#page=16
"Housing Statutes (Housing Security) Amendment Act, 2023","Legislature 31, Session 1",Irwin,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-205.pdf,2R,"Mar 11, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240311_1330_01_han.pdf#page=26
"Housing Statutes (Housing Security) Amendment Act, 2023","Legislature 31, Session 1",Irwin,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-205.pdf,2R,"Apr 8, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240408_1330_01_han.pdf#page=28
"Housing Statutes (Housing Security) Amendment Act, 2023","Legislature 31, Session 1",Irwin,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-205.pdf,2R,"Apr 15, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240415_1330_01_han.pdf#page=24
"Housing Statutes (Housing Security) Amendment Act, 2023","Legislature 31, Session 1",Irwin,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-205.pdf,2R,"Apr 22, 2024 pm",defeated on division; not proceeded with,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240422_1330_01_han.pdf#page=18
"Child and Youth Advocate (Parent and Guardian Advisor) Amendment Act, 2024","Legislature 31, Session 1",Cyr,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-206.pdf,1R,"Mar 28, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=15
"Child and Youth Advocate (Parent and Guardian Advisor) Amendment Act, 2024","Legislature 31, Session 1",Cyr,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-206.pdf,2R,"Apr 22, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240422_1330_01_han.pdf#page=21
"Child and Youth Advocate (Parent and Guardian Advisor) Amendment Act, 2024","Legislature 31, Session 1",Cyr,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-206.pdf,2R,"May 6, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240506_1330_01_han.pdf#page=16
"Skilled Trades and Apprenticeship Education (Valuing Skilled Workers) Amendment Act, 2024","Legislature 31, Session 1",Hoyle,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-207.pdf,1R,"Apr 18, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240418_1330_01_han.pdf#page=16
"Skilled Trades and Apprenticeship Education (Valuing Skilled Workers) Amendment Act, 2024","Legislature 31, Session 1",Hoyle,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-207.pdf,2R,"May 6, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240506_1330_01_han.pdf#page=22
"Skilled Trades and Apprenticeship Education (Valuing Skilled Workers) Amendment Act, 2024","Legislature 31, Session 1",Hoyle,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-207.pdf,2R,"May 13, 2024 pm",defeated on division; not proceeded with,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240513_1330_01_han.pdf#page=17
Psycho-Educational Assessment Access Act,"Legislature 31, Session 1",Hayter,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-208.pdf,1R,"May 8, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240508_1330_01_han.pdf#page=15
Psycho-Educational Assessment Access Act,"Legislature 31, Session 1",Hayter,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-208.pdf,2R,"May 13, 2024 pm",adjourned,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240513_1330_01_han.pdf#page=20
Arts and Creative Economy Advisory Council Act,"Legislature 31, Session 1",Ceci,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-211.pdf,1R,"May 23, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240523_1330_01_han.pdf#page=16
Organ and Tissue Donor Information Agreement Act,"Legislature 31, Session 1",Metz,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-212.pdf,1R,"May 28, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1330_01_han.pdf#page=15
Eastern Slopes Protection Act,"Legislature 31, Session 1",Notley,Private Members' Public Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-214.pdf,1R,"May 29, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240529_1330_01_han.pdf#page=17
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,1R,"Nov 22, 2023 pm",passed; referred to the Standing Committee on Private Bills,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231122_1330_01_han.pdf#page=7
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,1R,"Nov 29, 2023 pm",reported to Assembly; proceeded with,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231129_1330_01_han.pdf#page=15
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,2R,"Nov 30, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231130_1330_01_han.pdf#page=17
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,CW,"Dec 5, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231205_1330_01_han.pdf#page=21
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,3R,"Dec 5, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231205_1330_01_han.pdf#page=36
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,RA,"Dec 7, 2023",outside of House sitting,
